"id","safra","y","VAR_1","VAR_2","VAR_3","VAR_4","VAR_5","VAR_6","VAR_7","VAR_8","VAR_9","VAR_10","VAR_11","VAR_12","VAR_13","VAR_14","VAR_15","VAR_16","VAR_17","VAR_18","VAR_19","VAR_20","VAR_21","VAR_22","VAR_23","VAR_24","VAR_25","VAR_26","VAR_27","VAR_28","VAR_29","VAR_30","VAR_31","VAR_32","VAR_33","VAR_34","VAR_35","VAR_36","VAR_37","VAR_38","VAR_39","VAR_40","VAR_41","VAR_42","VAR_43","VAR_44","VAR_45","VAR_46","VAR_47","VAR_48","VAR_49","VAR_50","VAR_51","VAR_52","VAR_53","VAR_54","VAR_55","VAR_56","VAR_57","VAR_58","VAR_59","VAR_60","VAR_61","VAR_62","VAR_63","VAR_64","VAR_65","VAR_66","VAR_67","VAR_68","VAR_69","VAR_70","VAR_71","VAR_72","VAR_73","VAR_74","VAR_75","VAR_76","VAR_77","VAR_78"
10041,"201407",0,6,0,0,0,23,711,84.76,92.36,1000,425,NA,NA,66.16,NA,41.8,NA,NA,NA,0,12,NA,0,84.5,23,0,NA,484,0,NA,1000,NA,0.133832912727673,0,553.76,NA,NA,NA,678.08,298,0,NA,NA,NA,0,463.12,NA,NA,NA,NA,NA,NA,334.4,1000,1000,NA,NA,56,23,460.21,0.242879678877368,NA,NA,NA,1,927.92,8,NA,NA,676,NA,NA,-79,NA,NA,NA,496.47,250.1,NA
10042,"201402",1,81,0,1,2,NA,345,18.98,80.47,1000,NA,38.31,NA,NA,NA,132.66,NA,NA,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,1000,NA,0.090634138151029,0,274.94,114.95,NA,NA,37.97,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,415.3,2000,NA,NA,NA,38,NA,NA,-0.231735369185606,NA,NA,NA,1,79.94,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
10043,"201411",1,0,0,0,0,9.71,368,NA,NA,884.79,NA,NA,NA,NA,78,NA,NA,1184.79,NA,0,8,NA,0,NA,48.58,0,36,NA,0,-2,1184.79,NA,0.090634138151029,0,NA,NA,NA,-2,NA,NA,0,NA,-2,NA,0,NA,-2,NA,-2,0,NA,78,NA,NA,1184.79,NA,94.72,39,48,NA,-0.231735369185606,NA,NA,NA,1,NA,NA,-21,NA,NA,NA,0,368,0,0,NA,NA,NA,0
10044,"201404",0,NA,NA,NA,NA,NA,1180,NA,NA,600,NA,NA,282,NA,961,NA,0,1800,NA,0,6,NA,0,NA,NA,2,780,NA,3,-11,600,0,0.133832912727673,0,NA,NA,NA,-11,NA,NA,11,0,-8,14,12,NA,-2,0,-11,0,132.76,160,NA,4300,1200,NA,132.76,47,NA,155.4,0.079926420595367,0,NA,153.11,0,NA,NA,-320,-18,NA,0,0,1149,0,0,265.52,156.54,NA,0
10045,"201409",0,0,0,0,0,266.66,789,176.09,85.63,500,438,121.64,NA,268.66,196,257.75,NA,500,NA,0,10,NA,0,146.63,1157.73,0,73,NA,0,-24,1000,NA,0.133832912727673,0,256.89,279.96,0,-24,503.87,1088,1,0,-24,NA,2,1093.21,-24,NA,-24,0,79.79,196,622.79,460,500,NA,79.79,24,1131,647.75,-0.411786729965823,NA,NA,NA,1,1658.41,6,-129,-24,439.92,NA,0,35,0,0,239.37,1012.65,0,0
10046,"201402",0,21,0,0,0,NA,2327,NA,NA,1500,41,49.99,59,NA,NA,NA,94,NA,22,9,12,547,15,8.81,NA,10,NA,690,11,NA,1500,10,0.133832912727673,6,NA,99.98,NA,NA,NA,NA,8,NA,NA,7,9,NA,NA,0,NA,NA,NA,NA,NA,4500,NA,NA,NA,71,NA,79.6,0.721630021341369,NA,418,NA,0,8750.01,7,NA,NA,61.67,NA,NA,130,NA,NA,NA,94.16,20.29,NA
10047,"201409",0,21,0,0,0,121.27,780,54.8,NA,800,356,48.25,NA,64.51,NA,NA,NA,800,NA,0,10,NA,0,79.89,458.47,0,NA,313,0,NA,1600,NA,0.133832912727673,0,NA,302.75,NA,NA,271.16,336,3,NA,NA,NA,4,467.16,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,NA,42,414,521.76,-0.0737564789495467,NA,NA,NA,1,0,18,NA,NA,499.46,NA,NA,44,NA,NA,NA,546.81,142.43,NA
10048,"201403",0,55,0,0,1,28.65,372,52.77,29.98,1000,NA,121.54,NA,NA,308,84.61,NA,1445.58,NA,0,12,NA,0,NA,85.96,0,1,NA,0,17,1000,0,0.090634138151029,0,89.98,414.08,1.63,17,188.92,NA,0,4.89,17,NA,0,NA,17,NA,17,6.52,81.52,308,268.52,1359.09,2804.67,81.52,81.52,26,85,NA,-0.411786729965823,NA,NA,81.52,1,286.19,NA,-5,17,NA,NA,0,47,0,0,244.56,NA,NA,0
10049,"201409",0,11,0,0,0,NA,2886,NA,NA,500,226,NA,149,52.08,NA,98.06,133,500,55,33,10,1309,44,52.22,NA,6,NA,399,11,NA,1000,17,0.133832912727673,11,NA,NA,NA,NA,NA,260,7,NA,NA,7,8,371.11,NA,0,NA,NA,NA,NA,686.42,NA,500,NA,NA,48,NA,243.23,0.079926420595367,NA,836,NA,0,1287.39,11,NA,NA,284.58,NA,NA,178,NA,NA,NA,231.17,56.63,NA
10050,"201405",0,0,0,0,0,NA,1753,52.18,NA,800,147,75.23,155,185.95,1213,84.37,48,1900,8,5,10,242,6,73.97,NA,0,1037,NA,0,-11,800,0,0.133832912727673,1,NA,436.67,0,-12,365.3,929,5,0,-11,5,6,929.76,-11,0,-12,0,175.36,416,421.86,2053.35,1750,175.36,175.36,49,NA,765.61,0.079926420595367,0,418,175.36,0,2414.36,2,-223,-16,147.95,0,0,71,0,0,526.08,957.01,0,0
10051,"201404",1,9,0,0,0,141.26,2010,28.98,NA,1500,598,44.64,438,114.4,1501,62.62,123,NA,29,14,12,363,18,145.65,290.86,12,1418,463,12,NA,1500,37,0.133832912727673,4,NA,133.92,NA,NA,115.95,359,11,NA,NA,43,11,363.56,NA,12,NA,NA,NA,1399,161.91,1500,1500,NA,NA,47,287,340.57,0.079926420595367,NA,NA,NA,0,866.08,51,NA,NA,608.81,NA,1,146,1,3,NA,363.16,0,2
10052,"201410",0,17,0,0,0,24.09,2933,NA,NA,2000,651,NA,NA,47.83,940,18.15,184,3800,105,28,12,1230,48,127.02,125.99,2,680,863,2,23,4000,0,0.133832912727673,20,NA,NA,14.08,23,NA,183,6,7.04,23,NA,7,274.87,23,0,21,NA,175.77,282,99.11,4600,3800,175.77,175.77,56,96,345,0.242879678877368,10.2,1254,127.29,0,1097.49,35,-120,21,889.14,10.2,2,250,2,2,878.85,984.41,234.09,2
10053,"201405",0,0,0,0,0,76.64,1381,6.59,25.98,578.77,502,55.64,498,27.98,363,32.49,40,3918.02,NA,0,6,NA,0,104.35,359.95,8,140,NA,9,0,578.77,30,0.133832912727673,0,129.92,240.96,NA,0,32.99,138,12,NA,0,47,12,139.97,0,0,-4,NA,155.2,363,228.97,1239.62,578.77,155.2,NA,37,356,296.09,-0.231735369185606,NA,NA,155.2,0,801.79,48,-66,-4,510.73,NA,0,8,0,0,NA,560.25,0,0
10054,"201404",0,20,0,0,0,108.63,2086,NA,67.14,2000,1332,NA,385,NA,720,91.58,48,3063.96,21,17,12,1500,20,333.46,325.89,6,471,552,9,NA,3705.48,8,0.133832912727673,3,470,NA,NA,NA,NA,NA,10,NA,4,7,12,NA,4,0,NA,NA,NA,720,457.9,3136.22,2821.44,NA,NA,48,325,511.55,0.079926420595367,NA,1672,NA,0,470,12,-14,NA,1333.87,NA,0,37,0,0,NA,623.27,0,0
10055,"201405",0,29,0,0,0,NA,835,14.98,79.93,600,325,12.2,NA,16.55,NA,17.3,NA,NA,NA,0,12,NA,0,78.63,NA,0,NA,NA,0,NA,600,NA,0.133832912727673,0,611.98,85.4,NA,NA,29.97,82,2,NA,NA,NA,3,115.85,NA,NA,NA,NA,NA,NA,86.54,600,600,NA,NA,51,NA,440.66,0.156301087833759,NA,NA,NA,1,343.16,28,NA,NA,443,NA,NA,-38,NA,NA,NA,728.55,114.21,NA
10056,"201408",0,10,0,0,0,72.79,619,31.89,29.99,1000,NA,16.48,NA,131.17,394,54.99,NA,4641.48,NA,0,12,NA,0,NA,364,0,23,144,0,6,3000,0,0.133832912727673,0,89.99,32.96,9.15,6,223.23,357,0,9.15,6,NA,0,359.56,6,NA,6,6.1,152.72,394,109.98,2642.88,2000,152.72,152.72,50,363,117.39,0.156301087833759,3.05,NA,152.72,1,390.99,NA,-5,6,NA,0,0,35,0,0,458.16,261.53,NA,0
10057,"201407",0,0,0,0,0,NA,264,76.2,NA,500,NA,73.68,NA,NA,NA,28.26,NA,NA,NA,0,7,NA,0,NA,NA,0,NA,NA,0,NA,500,NA,0.0571981886428283,0,NA,515.76,NA,NA,533.4,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,197.82,500,500,NA,NA,40,NA,NA,-0.133343746407103,NA,NA,NA,1,674.7,NA,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA
10058,"201407",0,46,0,0,1,85.71,598,NA,NA,1200,NA,NA,NA,13.57,NA,59.5,NA,NA,NA,0,12,NA,0,NA,453.37,0,NA,420,0,NA,1200,NA,0.133832912727673,0,NA,NA,NA,NA,NA,64,0,NA,NA,NA,0,94.99,NA,NA,NA,NA,NA,NA,416.5,1200,1200,NA,NA,55,337,35.2,0.219380082347677,NA,NA,NA,1,1256.63,NA,NA,NA,NA,NA,NA,202,NA,NA,NA,79.35,NA,NA
10059,"201409",0,0,0,0,0,65.31,861,NA,11.99,600,425,32.39,NA,50.23,111,39.99,NA,2200,NA,0,4,NA,0,87.92,219.96,0,0,NA,0,-10,1200,NA,0.133832912727673,0,59.98,161.95,NA,-10,NA,140,3,0,-10,NA,4,143.55,-10,NA,-10,0,NA,111,199.95,400,1000,NA,164.09,56,218,536.36,0.242879678877368,NA,NA,NA,1,1209.66,19,-33,NA,536.27,NA,0,21,0,0,164.09,534.06,108.35,0
10060,"201405",1,15,0,0,0,39.42,571,21,NA,1000,NA,210.61,NA,35.99,NA,NA,NA,NA,NA,0,12,NA,0,NA,169.3,0,NA,332,0,NA,1000,NA,0.090634138151029,0,NA,263.93,NA,NA,63,71,0,NA,NA,NA,0,71.99,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,36,138,0,-0.231735369185606,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,161,NA,NA,NA,44.49,NA,NA
10061,"201407",0,0,0,0,0,NA,880,NA,NA,2500,256,NA,NA,46.49,741,NA,0,9000,NA,0,12,NA,0,54.58,NA,0,364,NA,0,2,2500,0,0.133832912727673,0,NA,NA,0,2,NA,212,7,8.55,14,NA,8,325.43,14,0,2,0,427.47,363,NA,9160,2500,427.47,427.47,68,NA,214.54,0.648196909605187,0,NA,427.47,0,NA,14,-57,2,382.06,31.62,0,515,0,0,1282.41,140.03,125.1,0
10062,"201409",0,16,0,0,0,59.8,462,67.98,94.93,1500,NA,29.99,NA,NA,NA,NA,NA,NA,NA,0,12,NA,0,NA,201.91,0,NA,377,0,NA,5025,NA,0.090634138151029,0,172.91,89.99,NA,NA,217.96,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,45,200,NA,-0.0304781166421273,NA,NA,NA,1,1487.3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
10063,"201404",0,26,0,0,0,68.5,1996,NA,NA,1245,NA,NA,NA,51.16,639,110.29,0,3000,13,6,12,199,18,NA,342.59,0,280,99,2,-1,1245,0,0.133832912727673,12,NA,NA,NA,NA,NA,217,0,NA,31,NA,0,219.9,31,0,NA,NA,NA,639,635.87,2245,3245,NA,NA,71,341,126.41,0.721630021341369,6.5,NA,162.33,1,5037.88,NA,-12,NA,NA,13,1,259,1,5,NA,175.48,NA,5
10064,"201401",1,187,5,1,1,234.41,567,NA,213.66,1000,NA,NA,NA,113.93,NA,NA,NA,1000,NA,0,12,NA,0,NA,895.56,0,NA,NA,0,NA,1000,NA,0.090634138151029,0,1040.91,NA,NA,NA,NA,401,0,NA,NA,NA,0,480.8,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,53,737,0,0.219380082347677,NA,NA,NA,1,1360.02,NA,NA,NA,NA,NA,NA,-20,NA,NA,NA,95.72,NA,NA
10065,"201408",0,107,2,1,3,54.83,1043,58.38,67.15,918.68,693,NA,NA,67.17,NA,NA,NA,NA,NA,0,10,NA,0,138.86,383.81,0,NA,322,0,NA,1837.36,NA,0.133832912727673,0,470.05,NA,NA,NA,396.66,334,3,NA,NA,NA,8,335.89,NA,NA,NA,NA,NA,NA,NA,918.68,918.68,NA,NA,30,261,511.76,-0.411786729965823,NA,NA,NA,0,310.86,10,NA,NA,694.37,NA,NA,-8,NA,NA,NA,1063.61,0,NA
10066,"201402",1,57,0,0,5,NA,216,51.81,123.5,930,NA,8.59,NA,NA,NA,NA,NA,930,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,930,NA,0.0571981886428283,0,718.68,60.13,NA,NA,311.55,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1860,NA,NA,NA,51,NA,NA,0.156301087833759,NA,NA,NA,1,262.86,NA,NA,NA,NA,NA,NA,-18,NA,NA,NA,NA,NA,NA
10067,"201404",0,0,0,0,0,41.39,623,37.65,NA,2000,NA,NA,NA,68.97,202,112.14,NA,2600,NA,0,12,NA,0,NA,206.98,0,36,NA,0,13,2300,NA,0.133832912727673,0,NA,NA,NA,13,112.96,152,0,6.21,13,NA,0,154.96,13,NA,13,4.14,103.48,202,431.93,2600,2000,NA,103.48,49,206,93.39,0.079926420595367,NA,NA,NA,1,NA,NA,NA,13,NA,NA,0,252,0,0,310.44,166.77,NA,0
10068,"201405",0,26,0,0,0,23.48,2071,24.39,13.19,2800,102,11.49,163,NA,608,NA,NA,4000,13,6,12,70,10,38.67,46.97,1,246,461,2,6,5800,0,0.133832912727673,4,65.98,22.99,9.28,6,121.97,NA,6,27.84,6,5,7,NA,6,NA,4,18.56,463.84,246,NA,11800,9600,429.3,463.84,39,45,58.24,-0.231735369185606,7.2,418,360.22,0,856.22,9,-35,4,104.94,7.2,0,26,0,0,1391.52,34.44,0,0
10069,"201404",0,6,0,0,0,NA,181,59.99,92.95,980.78,NA,120.95,NA,NA,NA,NA,NA,1925.49,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,2491.94,NA,0.0571981886428283,0,155.92,191.92,NA,NA,119.98,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,980.78,980.78,NA,NA,37,NA,NA,-0.231735369185606,NA,NA,NA,1,490.15,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA
10070,"201411",1,34,0,0,1,NA,69,NA,33.31,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,1000,NA,0.0200194164511392,0,99.93,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,56,NA,NA,0.242879678877368,NA,NA,NA,1,633.45,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA
10071,"201406",0,4,0,0,0,79,1551,NA,NA,1000,NA,NA,281,NA,874,NA,44,NA,9,2,12,237,3,NA,158,9,515,449,11,13,1500,31,0.133832912727673,1,NA,NA,2.16,13,NA,NA,1,0,13,8,1,NA,13,213.9,0,NA,108,286,NA,3100.76,2000,108,108,40,158,NA,-0.133343746407103,NA,NA,NA,0,NA,NA,-292,0,NA,0,0,507,0,0,756,NA,NA,0
10072,"201407",0,5,0,0,0,17.99,2822,NA,NA,1000,553,NA,158,18.39,358,29.99,NA,NA,54,26,12,1605,28,111.14,35.98,4,1,282,6,2,1000,0,0.133832912727673,2,NA,NA,NA,2,NA,91,11,NA,2,13,11,91.96,2,NA,1,NA,147.16,358,29.99,2000,1000,147.16,147.16,68,35,162.63,0.648196909605187,NA,418,147.16,0,NA,15,-7,1,555.74,NA,0,300,0,0,NA,177.02,0,0
10073,"201402",0,61,0,3,1,NA,298,19.35,44.17,1000,NA,18.33,NA,NA,NA,28.8,NA,2000,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,1000,NA,0.090634138151029,0,309.19,54.99,NA,NA,135.45,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,144,2000,NA,NA,NA,61,NA,NA,0.357323965312407,NA,NA,NA,1,554.27,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA
10074,"201410",0,0,0,0,0,7.2,510,NA,NA,270,NA,NA,NA,35.99,123,13.99,NA,270,NA,0,8,NA,0,NA,14.4,0,58,NA,0,-23,420,NA,0.090634138151029,0,NA,NA,NA,-23,NA,169,0,0,-23,NA,0,251.93,-23,NA,-23,0,159.36,123,69.98,300,570,NA,159.36,41,14,NA,-0.133343746407103,NA,NA,NA,1,918.09,NA,-81,-23,NA,NA,0,316,0,0,318.72,NA,NA,0
10075,"201405",0,0,0,0,0,NA,776,NA,NA,1043.67,138,NA,NA,49.37,NA,NA,NA,NA,NA,0,12,NA,0,46.18,NA,0,NA,NA,0,NA,1043.67,NA,0.133832912727673,0,NA,NA,NA,NA,NA,246,0,NA,NA,NA,1,246.88,NA,NA,NA,NA,NA,NA,NA,1043.67,1043.67,NA,NA,33,NA,333.16,-0.354107585360257,NA,NA,NA,1,NA,3,NA,NA,138.55,NA,NA,686,NA,NA,NA,325.75,0,NA
10076,"201407",0,19,0,0,0,47.17,1042,26.23,59.93,1200,416,NA,265,36.77,NA,27.59,NA,2300,NA,0,8,NA,0,85.7,195.94,0,NA,524,0,NA,1200,NA,0.133832912727673,0,419.51,NA,NA,NA,183.61,195,7,NA,NA,15,11,294.16,NA,NA,NA,NA,NA,NA,137.96,1200,1200,NA,NA,53,193,409.52,0.219380082347677,NA,NA,NA,0,605.23,26,NA,NA,567.14,NA,NA,-83,NA,NA,NA,388.36,148.16,NA
10077,"201404",0,0,0,0,0,46.67,485,125.97,NA,200,NA,54.99,NA,NA,NA,NA,NA,400,NA,0,6,NA,0,NA,116.21,0,NA,NA,0,NA,200,NA,0.090634138151029,0,NA,109.98,NA,NA,125.97,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,200,350,NA,NA,40,115,NA,-0.133343746407103,NA,NA,NA,1,954.03,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA
10078,"201402",0,0,0,0,0,NA,594,NA,NA,2900.69,NA,NA,NA,4.99,594,NA,0,3183.56,NA,0,12,NA,0,NA,NA,0,233,NA,0,-1,2900.69,0,0.133832912727673,0,NA,NA,0,-4,NA,4,0,0,-1,NA,0,4.99,-1,0,-8,0,343.67,182,NA,7801.38,3805.76,140.25,343.67,57,NA,0,0.319424920164188,0,NA,140.25,1,NA,NA,-160,-19,NA,0,0,594,0,0,1374.68,10.93,NA,0
10079,"201404",0,67,0,2,1,85.76,1224,NA,43.61,1200,119,NA,359,21.5,770,40.05,0,3200,NA,0,12,NA,0,25.68,485.38,4,400,NA,5,-2,1200,0,0.133832912727673,0,237.34,NA,0,-2,NA,99,10,0,5,21,12,150.5,5,0,-2,0,159.28,366,280.35,3820.02,1200,159.28,159.28,66,332,137.21,0.534878115446101,NA,NA,159.28,0,2209.2,7,-83,-2,179.76,8.73,0,-52,0,0,477.84,172.1,59.79,0
10080,"201404",0,21,0,0,0,13.33,2358,31.32,19.99,800,323,40.84,209,14.99,NA,54.43,NA,NA,29,22,12,821,30,64,39.99,7,NA,801,12,NA,800,NA,0.133832912727673,8,19.99,243.24,NA,NA,93.99,29,8,NA,NA,15,12,29.99,NA,NA,NA,NA,NA,NA,320.34,800,800,NA,NA,43,39,390,-0.059298901120992,NA,NA,NA,0,2282.9,18,NA,NA,371.69,NA,NA,31,NA,NA,NA,1395.23,45.79,NA
10081,"201402",0,21,0,0,0,11.05,689,NA,74.2,1000,261,23,NA,NA,710,59.52,0,2512.48,NA,0,12,NA,0,50.03,22.1,0,366,259,0,7,1000,0,0.133832912727673,0,519.4,69,1.79,7,NA,NA,0,0,7,NA,0,NA,7,0,7,1.79,89.37,370,389.48,2212.48,2537.44,89.37,89.37,65,22,170,0.534878115446101,0,NA,79.2525,1,460.54,8,-45,2,400.24,1.96,0,-12,0,0,178.74,532.73,138.36,0
10082,"201402",0,34,0,0,1,NA,1063,48.05,39.99,2900.69,298,NA,214,NA,756,NA,0,5494.66,NA,0,12,NA,0,64.83,NA,0,378,103,0,36,2900.69,0,0.133832912727673,0,199.96,NA,15.57,36,336.35,NA,8,5.19,36,7,9,NA,36,0,36,15.65,259.69,375,NA,7241.35,4474.65,259.69,259.69,41,NA,221.65,-0.133343746407103,5.19,NA,259.69,0,563.65,12,-4,34,427.49,8.65,8,1,8,8,259.69,281.88,127.77,8
10083,"201406",1,70,0,1,1,NA,210,44.78,49.31,800,NA,53.76,NA,NA,NA,NA,NA,NA,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,800,NA,0.0571981886428283,0,147.95,181.11,NA,NA,223.91,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,800,800,NA,NA,28,NA,NA,-0.411786729965823,NA,NA,NA,1,439.82,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
10084,"201409",1,82,0,1,1,69.04,647,NA,29.23,1762.18,NA,77.14,NA,33.31,558,NA,NA,1762.18,NA,0,12,NA,0,NA,477.34,0,268,NA,0,15,1762.18,0,0.133832912727673,0,204.61,539.98,4.01,-16,NA,166,0,NA,70,NA,0,166.57,70,NA,NA,NA,NA,558,NA,1000,4762.18,200.61,NA,39,329,78,-0.231735369185606,16.04,NA,200.61,1,60.02,NA,-63,NA,NA,8.02,1,-39,0,2,NA,123.63,NA,2
10085,"201403",0,0,0,0,0,95.37,744,75.23,177.55,1000,174,13.32,NA,94.16,302,24.99,NA,1000,NA,0,12,NA,0,35.18,454.42,0,-4,NA,0,0,1000,0,0.133832912727673,0,675.74,39.98,0,-1,332.24,467,0,NA,0,NA,1,470.83,0,NA,-1,0,194.25,302,24.99,2000,2000,194.25,194.25,36,450,283.57,-0.231735369185606,NA,NA,194.25,1,1534.93,10,-85,-1,175.95,NA,0,14,0,0,NA,321.15,0,0
10086,"201401",0,0,0,0,0,72.48,1070,79.26,133.99,857.33,447,62.47,209,103.72,NA,61.98,NA,1340,NA,0,12,NA,0,156.83,289.94,1,NA,NA,1,NA,857.33,NA,0.133832912727673,0,392.23,104.96,NA,NA,202.49,343,11,NA,NA,8,12,466.95,NA,NA,NA,NA,NA,NA,237.94,1714.66,NA,NA,NA,48,289,351.01,0.079926420595367,NA,NA,NA,0,589.83,17,NA,NA,455.37,NA,NA,5,NA,NA,NA,385.62,4.92,NA
10087,"201404",0,148,2,1,1,140,830,NA,49.99,500,211,NA,NA,20.79,NA,NA,NA,NA,NA,0,12,NA,0,70.64,140,0,NA,NA,0,NA,500,NA,0.133832912727673,0,99.98,NA,NA,NA,NA,199,2,NA,NA,NA,3,198.99,NA,NA,NA,NA,NA,NA,NA,500,500,NA,NA,24,140,180.53,-0.411786729965823,NA,NA,NA,1,456.14,3,NA,NA,211.94,NA,NA,86,NA,NA,NA,129.69,0,NA
10088,"201410",1,51,0,0,1,41.98,638,NA,9.99,1000,NA,19.99,NA,8.5,NA,12.99,NA,NA,NA,0,12,NA,0,NA,141.96,0,NA,NA,0,NA,2000,NA,0.133832912727673,0,19.99,59.98,NA,NA,NA,34,0,NA,NA,NA,0,34,NA,NA,NA,NA,NA,NA,25.99,NA,1000,NA,NA,43,140,25.98,-0.059298901120992,NA,NA,NA,1,662.25,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,67.69,NA,NA
10089,"201404",0,51,0,0,1,NA,926,NA,NA,1190.76,196,37.33,NA,49,364,44.99,NA,3473.88,NA,0,12,NA,0,76.04,NA,0,0,493,0,7,1190.76,0,0.133832912727673,0,NA,261.31,5.92,7,NA,189,4,2.96,7,NA,7,277.12,7,NA,1,0,148.23,364,89.99,1927.7,3927.7,148.23,148.23,32,NA,169.53,-0.354107585360257,2.96,NA,148.23,0,316.05,17,-33,1,257.39,NA,0,101,0,0,296.46,129.33,57.46,0
10090,"201407",0,0,0,0,0,NA,294,81.7,NA,500,NA,33.83,NA,NA,NA,27,NA,1000,NA,0,5,NA,0,NA,NA,0,NA,NA,0,NA,1000,NA,0.090634138151029,0,NA,105.38,NA,NA,408.53,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,27,500,1500,NA,NA,53,NA,NA,0.219380082347677,NA,NA,NA,1,1406.87,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA
10091,"201409",0,0,0,0,0,NA,1177,742.01,2891.73,600,NA,1652.94,118,NA,NA,NA,NA,3071.97,NA,0,12,NA,0,NA,NA,2,NA,NA,3,NA,5554.65,NA,0.133832912727673,0,2891.73,2084.82,NA,NA,742.01,NA,4,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2774.2,NA,NA,43,NA,NA,-0.059298901120992,NA,NA,NA,0,517.29,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
10092,"201401",0,0,0,0,0,75.58,1706,76.67,29.59,1000,321,20.98,318,73.16,NA,35.09,150,NA,18,7,12,356,8,71.55,377.95,10,NA,NA,11,NA,1000,30,0.133832912727673,1,147.95,41.97,NA,NA,310.74,296,12,NA,NA,21,12,297.86,NA,0,NA,NA,NA,NA,164.41,2000,NA,NA,NA,43,376,262.3,-0.059298901120992,NA,418,NA,0,917.08,15,NA,NA,402.82,NA,NA,1,NA,NA,NA,243.07,78.94,NA
10093,"201403",0,4,0,0,0,NA,253,NA,NA,871.79,NA,25,NA,NA,NA,41.75,NA,NA,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,871.79,NA,0.0571981886428283,0,NA,175,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,292.3,871.79,871.79,NA,NA,49,NA,NA,0.079926420595367,NA,NA,NA,1,834.74,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA
10094,"201406",0,0,0,0,0,NA,357,31.22,36.52,600,NA,27.98,NA,NA,NA,62.76,NA,NA,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,600,NA,0.090634138151029,0,120.64,55.97,NA,NA,62.44,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,281.82,600,1200,NA,NA,40,NA,NA,-0.133343746407103,NA,NA,NA,1,553.48,NA,NA,NA,NA,NA,NA,-17,NA,NA,NA,NA,NA,NA
10095,"201402",1,15,0,0,0,37.14,355,63.31,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,NA,0,NA,297.12,0,NA,237,0,NA,2000,NA,0.090634138151029,0,NA,NA,NA,NA,169.95,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,NA,NA,48,197,NA,0.079926420595367,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,NA,NA
10096,"201408",0,0,0,0,0,23.32,1043,NA,NA,1500,547,NA,NA,59.59,321,114.01,NA,1500,NA,0,12,NA,0,147.34,59.97,0,45,NA,0,0,1500,NA,0.133832912727673,0,NA,NA,0,0,NA,331,7,0,0,NA,9,333.91,0,NA,0,0,184.16,321,292.06,2000,1500,184.16,184.16,33,58,235.82,-0.354107585360257,0,NA,184.16,0,NA,29,-63,0,552.88,NA,0,325,0,0,368.32,204.84,0,0
